OBJECTID,AUN,SCHOOL_NUM,LOCATION_ID,SCHOOL_NAME,SCHOOL_NAME_LABEL,STREET_ADDRESS,ZIP_CODE,PHONE_NUMBER,ACTIVE,GRADE_LEVEL,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECIFIC
505,126513452,8205,3414,ASPIRA OLNEY CHARTER HIGH,ASPIRA CHARTER SCHOOL AT OLNEY,100 W DUNCANNON AVE,19120,(215) 456-3014,,HIGH SCHOOL,9-12,1989,2,CHARTER
506,126510010,7750,3368,BELMONT ELEMENTARY CHARTER,BELMONT CHARTER SCHOOL,4030 BROWN ST,19104,(215) 823-8208,,ELEMENTARY/MIDDLE,K-11,964,2,CHARTER
507,185515523,7981,3388,BOYS LATIN OF PHILADELPHIA CHARTER,BOYS LATIN OF PHILADELPHIA CHARTER SCHOOL,5501 CEDAR AVE,19143,(215) 387-5149,,MIDDLE/HIGH,6-12,836,2,CHARTER
508,,,2310,CAMELOT ACADEMY,CAMELOT ACADEMY,1435 N 26TH ST,19121,(215) 684-5080,,MIDDLE/HIGH,6-12,78,1,CONTRACTED
509,,8120,3820,CAMELOT ACADEMY EAST,CAMELOT ACADEMY EAST,4224 N FRONT ST,19140,(267) 335-4764,,MIDDLE/HIGH,7-12,58,1,CONTRACTED
510,126513160,7575,3306,CHRISTOPHER COLUMBUS CHARTER,CHRISTOPHER COLUMBUS CHARTER SCHOOL,916 CHRISTIAN ST,19147,(215) 925-7400,,ELEMENTARY/MIDDLE,K-4,952,2,CHARTER
511,126512840,7510,3301,COMMUNITY ACADEMY OF PHILADELPHIA,COMMUNITY ACADEMY OF PHILADELPHIA CHARTER SCHOOL,1100 E ERIE AVE,19124,(215) 533-6700,,ELEMENTARY/MIDDLE/HIGH,K-12,1228,2,CHARTER
512,,,3190,CROSSROADS @ HUNTING PARK,CROSSROADS AT HUNTING PARK,4224 N FRONT ST,19140,(215) 400-9060,,ELEMENTARY SCHOOL,3-6,34,1,DISTRICT
513,,,8690,CROSSROADS ACCELERATED ACADEMY,CROSSROADS ACCELERATED ACADEMY,4300 WESTMINSTER AVE,19104,(215) 400-9070,,MIDDLE SCHOOL,7-10,105,1,DISTRICT
514,126513100,7564,3307,DE HOSTOS CHARTER SCHOOL,EUGENIO MARIA DE HOSTOS CHARTER SCHOOL,6301 N 2ND ST,19120,(215) 324-7012,,ELEMENTARY/MIDDLE,K-8,521,2,CHARTER
515,126510011,7775,3372,DISCOVERY CHARTER SCHOOL,DISCOVERY CHARTER SCHOOL,4700 PARKSIDE AVE,19131,(215) 879-8182,,ELEMENTARY/MIDDLE,K-8,595,2,CHARTER
516,126518547,8150,3412,DOUGLASS MASTERY CHARTER,MASTERY CHARTER SCHOOL AT DOUGLASS,2118 W NORRIS ST,19121,(215) 684-5063,,ELEMENTARY/MIDDLE,K-8,679,2,CHARTER
517,,,3510,EL CENTRO DE ESTUDIANTES,EL CENTRO DE ESTUDIANTES (BIG PICTURE),4290 PENN ST,19124,(267) 687-1172,,HIGH SCHOOL,9-12,231,1,CONTRACTED
518,126513440,7665,3333,ESPERANZA ACADEMY CHARTER,ESPERANZA ACADEMY CHARTER SCHOOL,301 W HUNTING PARK AVE,19140,(215) 457-3667,,ELEMENTARY/MIDDLE/HIGH,K-12,1630,2,CHARTER
519,,,8080,EXCEL ACADEMY NORTH,EXCEL ACADEMY NORTH,1435 N 26TH ST,19121,(215) 684-5080,,HIGH SCHOOL,9-12,143,1,CONTRACTED
520,,,3290,EXCEL ACADEMY SOUTH,EXCEL ACADEMY SOUTH,4641 ROOSEVELT BLVD,19124,(215) 904-6254,,HIGH SCHOOL,9-12,378,1,CONTRACTED
521,126517286,8151,3409,MASTERY CHARTER @ SMEDLEY,MASTERY CHARTER SCHOOL AT SMEDLEY,1790 BRIDGE ST,19124,(215) 537-2523,,ELEMENTARY SCHOOL,K-6,795,2,CHARTER
522,126518118,3731,3427,MASTERY CHARTER @ WISTER,MASTERY CHARTER SCHOOL AT WISTER,67 E BRINGHURST ST,19144,(215) 951-4003,,ELEMENTARY SCHOOL,K-5,522,2,CHARTER
523,126510002,7678,3361,MASTERY CHARTER-LENFEST CAMPUS,MASTERY CHARTER SCHOOL AT LENFEST,35 S 4TH ST,19106,(215) 922-1902,,MIDDLE/HIGH,7-12,581,2,CHARTER
524,126510022,7909,3383,MASTERY CHARTER-SHOEMAKER,MASTERY CHARTER SCHOOL AT SHOEMAKER,5301 MEDIA ST,19131,(267) 296-7111,,MIDDLE/HIGH,7-12,740,2,CHARTER
525,126510023,7910,3385,MASTERY CHARTER-THOMAS CAMPUS,MASTERY CHARTER SCHOOL AT THOMAS CAMPUS,927 JOHNSTON ST,19148,(267) 236-0036,,ELEMENTARY/MIDDLE/HIGH,K-12,1313,2,CHARTER
526,126513230,7582,3321,"MATH, CIVICS AND SCIENCES","MATH, CIVICS AND SCIENCES CHARTER SCHOOL",447 N BROAD ST,19123,(215) 923-4880,,ELEMENTARY/MIDDLE/HIGH,1-12,1016,2,CHARTER
527,126515001,,,ONE BRIGHT RAY MANSION,ONE BRIGHT RAY MANSION,3133 RIDGE AVE,19132,(215) 999-3110,O,HIGH SCHOOL,9-12,183,1,CONTRACTED
528,126515001,,,ONE BRIGHT RAY MANSION EVENING,ONE BRIGHT RAY MANSION EVENING,3133 RIDGE AVE,19132,(215) 999-3110,O,HIGH SCHOOL,9-12,21,1,CONTRACTED
529,126516724,,,DEEP ROOTS CHARTER SCHOOL,DEEP ROOTS CHARTER SCHOOL,3556 FRANKFORD AVE,19134,(267) 399-3727,O,ELEMENTARY SCHOOL,K-5,324,2,CHARTER
530,126517643,,,MASTERY PREP ELEMENTARY CHARTER SCHOOL,MASTERY PREP ELEMENTARY CHARTER SCHOOL,1801 W PIKE ST,19140,(215) 866-0067,O,ELEMENTARY SCHOOL,K-3,329,2,CHARTER
531,126515492,,,KIPP WEST PHILADELPHIA CHARTER SCHOOL,KIPP WEST PHILADELPHIA CHARTER SCHOOL,5070 PARKSIDE AVE,19131,(267) 787-5700,,ELEMENTARY SCHOOL,K-3,395,2,CHARTER
532,326512392,,,BEANSTALK LLC,BEANSTALK LLC,729 E PASSYUNK AVE,19147,(215) 278-2960,,KINDERGARTEN,PREK-K,,3,PRIVATE
533,326514352,,,MERAKEY EDUCATION CENTER- PHILA,MERAKEY EDUCATION CENTER- PHILA,2343 E TUCKER ST,19125,(215) 423-0390,,SPECIAL CENTER,,,3,PRIVATE
534,226518471,,,PHILLY AGILE LEARNING COMMUNITY SCHOOL,PHILLY AGILE LEARNING COMMUNITY SCHOOL,2125 CHESTNUT ST,19103,(215) 760-5782,,ELEMENTARY/MIDDLE/HIGH,K-12,,3,
535,226513821,,,VOCATIO CAREER PREP HIGH SCHOOL,VOCATIO CAREER PREP HIGH SCHOOL,629-33 W HUNTING PARK AVE,19140,(215) 821-2283,,HIGH SCHOOL,9-12,,3,PRIVATE
536,126514059,,3437,KIPP NORTH PHILADELPHIA CHARTER SCHOOL,KIPP NORTH PHILADELPHIA CHARTER SCHOOL,2539 N. 16TH ST.,19132,(267) 758-2358,,ELEMENTARY SCHOOL,K-2,295,2,CHARTER
537,126511624,3445,,MAST III CHARTER SCHOOL,MAST III CHARTER SCHOOL,1 CROWN WAY,19154,(267) 574-9855,,ELEMENTARY SCHOOL,K-5,888,2,CHARTER
538,126510929,3446,,PHILADELPHIA HEBREW CHARTER,PHILADELPHIA HEBREW CHARTER,3300 HENRY AVE,19129,(267) 225-1511,,ELEMENTARY SCHOOL,K-1,156,2,CHARTER
539,,,,PHILADELPHIA PERFORMING ARTS CHARTER: STRING THEORY (E. CAMPUS),PHILADELPHIA PERFORMING ARTS CHARTER: STRING THEORY (E. CAMPUS),2407 S BROAD ST,19148,(215) 278-2460,,ELEMENTARY SCHOOL,K-1,,2,CHARTER
540,326510173,,,EXCELSIOR SCHOOL OF PHILADELPHIA,EXCELSIOR SCHOOL OF PHILADELPHIA,2106 HAINES ST,19138,(267) 707-6142,,ELEMENTARY SCHOOL,PREK-5,,3,PRIVATE
541,226511816,,,KINGDOM CHRISTIAN ACADEMY AND DEVELOPMENT CENTER,KINGDOM CHRISTIAN ACADEMY AND DEVELOPMENT CENTER,2852 Frankford Ave,19134,(215) 251-6109,,ELEMENTARY SCHOOL,K-3,,3,PRIVATE
542,326517786,,,QUADRAT ACADEMY,QUADRAT ACADEMY,222 BROWN ST,19123,(267) 997-7744,,MIDDLE/HIGH,7-12,,3,PRIVATE
543,326513292,,,REVOLUTION SCHOOL,REVOLUTION SCHOOL,3033 W GLENWOOD AVE,19121,(215) 631-3697,,HIGH SCHOOL,9-12,,3,PRIVATE
544,226517319,,,SOPHIA ACADEMY,SOPHIA ACADEMY,4621 N 5TH ST,19140,(267) 595-4723,,HIGH SCHOOL,9-12,,3,PRIVATE
